name,id,nametype,recclass,mass (g),fall,year,reclat,reclong
Huntsman,11988,Valid,H4,14500,Found,1/1/10 00:00,41.18333,-103
Stump Spring 083,52752,Valid,LL6,13700,Found,1/1/10 00:00,35.98728,-115.85828
Dorofeevka,7717,Valid,"Iron, IIF",12600,Found,1/1/10 00:00,53.33333,70.06667
Pooposo,18869,Valid,"Iron, IAB-MG",12000,Found,1/1/10 00:00,-18.33333,-66.83333
Tendo,23896,Valid,"Iron, IIIAB",10100,Found,1/1/10 00:00,38.35,140.37333
Khohar,12298,Valid,L3.6,9700,Fell,1/1/10 00:00,25.1,81.53333
Mirzapur,16701,Valid,L5,8510,Fell,1/1/10 00:00,25.68333,83.25
Los Vientos 020,57330,Valid,H4,8100,Found,1/1/10 00:00,-24.68333,-69.76667
Dhofar 1576,51864,Valid,L5,7700,Found,1/1/10 00:00,18.51667,54.23333
Ramlat as Sahmah 399,55495,Valid,L6,6319,Found,1/1/10 00:00,20.15122,55.70925
Hedjaz,11870,Valid,L3.7-6,6100,Fell,1/1/10 00:00,27.33333,35.66667
El Mí©dano 153,57170,Valid,H3,6038,Found,1/1/10 00:00,-24.85,-70.53333
Rica Aventura,22596,Valid,"Iron, IVA",5395,Found,1/1/10 00:00,-21.98333,-69.61667
Tieret 010,56405,Valid,H3,5150,Found,1/1/10 00:00,30.98022,10.00652
Ramlat as Sahmah 384,55653,Valid,Mesosiderite-C2,5026,Found,1/1/10 00:00,20.0049,56.40473
Catalina 028,57296,Valid,H5,4993,Found,1/1/10 00:00,-25.23333,-69.71667
Al Huwaysah 012,55412,Valid,H5,4694.9,Found,1/1/10 00:00,22.67752,55.34027
Baroti,4949,Valid,L6,4500,Fell,1/1/10 00:00,31.61667,76.8
Umm as Samim 032,55428,Valid,H4,4335.1,Found,1/1/10 00:00,21.04832,55.57372
KoÅçice,53810,Valid,H5,4300,Fell,1/1/10 00:00,48.76367,21.17633
Hayy 001,55517,Valid,H5,4208,Found,1/1/10 00:00,20.84132,57.62995
Ramlat as Sahmah 422,55659,Valid,H3.7-5,3879,Found,1/1/10 00:00,20.5052,56.48438
Ramlat as Sahmah 354,55445,Valid,H6,3873.8,Found,1/1/10 00:00,20.31777,55.59398
Mifflin,52090,Valid,L5,3584,Fell,1/1/10 00:00,42.9075,-90.36556
Al Huwaysah 009,55410,Valid,H6,3407.8,Found,1/1/10 00:00,22.75747,55.41402
San Juan 063,57201,Valid,H5,3384,Found,1/1/10 00:00,-25.58333,-69.78333
Cadell,5193,Valid,L6,3290,Found,1/1/10 00:00,-34.06667,139.75
Catalina 019,57185,Valid,H4,3191,Found,1/1/10 00:00,-25.23333,-69.71667
Ksar el Hajoui,53825,Valid,L6,3100,Found,1/1/10 00:00,31.99317,-2.99347
Jiddat al Harasis 630,52787,Valid,L5,3036,Found,1/1/10 00:00,19.79759,55.89089
Jiddat al Harasis 645,55476,Valid,H5,3030,Found,1/1/10 00:00,19.43827,56.60802
Jiddat al Harasis 646,55477,Valid,H4,3020,Found,1/1/10 00:00,19.51878,56.666
Umm as Samim 027,55425,Valid,L6,2907,Found,1/1/10 00:00,21.11303,55.54083
Ramlat as Sahmah 421,55515,Valid,L6,2841,Found,1/1/10 00:00,20.42458,56.27817
Ramlat as Sahmah 357,55646,Valid,L6,2781.2,Found,1/1/10 00:00,20.43182,55.53323
Schaap-Kooi,23456,Valid,H4,2700,Found,1/1/10 00:00,-32.08333,21.33333
Varre-Sai,53633,Valid,L5,2500,Fell,1/1/10 00:00,-20.85001,-41.73356
Catalina 027,57295,Valid,L6,2408,Found,1/1/10 00:00,-25.23333,-69.71667
Ramlat as Sahmah 385,55654,Valid,LL3.3,2275,Found,1/1/10 00:00,20.05473,56.46193
Jiddat al Harasis 644,55474,Valid,L6,2272.8,Found,1/1/10 00:00,19.8122,56.67058
Catalina 020,57186,Valid,L6,2084,Found,1/1/10 00:00,-25.23333,-69.71667
Sayh al Uhaymir 554,56350,Valid,H6,2022,Found,1/1/10 00:00,20.24095,56.6424
Blithfield,5075,Valid,EL6,1830,Found,1/1/10 00:00,45.5,-77
Dhofar 1724,56347,Valid,H4,1768,Found,1/1/10 00:00,19.30085,54.83333
Ramlat as Sahmah 378,55464,Valid,H5,1649.2,Found,1/1/10 00:00,20.57258,56.05498
Ramlat as Sahmah 381,55467,Valid,L6,1628.1,Found,1/1/10 00:00,20.56808,56.28135
Los Vientos 008,57193,Valid,H5,1617,Found,1/1/10 00:00,-24.68333,-69.76667
Huaxi,54719,Valid,H5,1600,Fell,1/1/10 00:00,26.46469,106.63241
Jiddat al Harasis 648,55479,Valid,H4,1577.9,Found,1/1/10 00:00,19.40178,56.56593
Dhofar 1716,56340,Valid,H5,1540,Found,1/1/10 00:00,18.91025,54.63185
Sayh al Uhaymir 552,56348,Valid,L6,1484,Found,1/1/10 00:00,20.59627,57.15917
Dar al Gani 1059,56098,Valid,H6,1470,Found,1/1/10 00:00,28.28767,15.49467
Los Vientos 005,57174,Valid,H3,1431,Found,1/1/10 00:00,-24.68333,-69.76667
Al Huwaysah 010,55637,Valid,Achondrite-ung,1411.8,Found,1/1/10 00:00,22.74868,55.47218
Al Huwaysah 016,55414,Valid,H5,1330.9,Found,1/1/10 00:00,22.69813,55.3336
Sayh al Uhaymir 555,56351,Valid,H4/5,1324,Found,1/1/10 00:00,20.05132,56.59222
Plainview (e),54437,Valid,H5,1250,Found,1/1/10 00:00,34.18513,-101.70558
Al Huwaysah 005,55636,Valid,L(LL)3.5-3.7,1228.1,Found,1/1/10 00:00,22.73342,55.33122
Ramlat as Sahmah 343,55435,Valid,H5,1192,Found,1/1/10 00:00,20.49517,55.52437
Catalina 031,57299,Valid,L~6,1178,Found,1/1/10 00:00,-25.23333,-69.71667
ShiÅôr 176,56406,Valid,L6,1170,Found,1/1/10 00:00,18.22012,53.82097
San Juan 062,54828,Valid,H5,1125,Found,1/1/10 00:00,-25.42517,-69.69017
Ramlat as Sahmah 337,55643,Valid,H3.6,1119.8,Found,1/1/10 00:00,20.81403,55.46177
Ramlat as Sahmah 397,55493,Valid,L6,1118.8,Found,1/1/10 00:00,20.1465,55.70913
Hashima,11848,Valid,H4,1110.6,Fell,1/1/10 00:00,35.2945,136.70033
Catalina 032,57300,Valid,H4,1107,Found,1/1/10 00:00,-25.23333,-69.71667
Ramlat as Sahmah 339,55645,Valid,H3.6-6,1035.8,Found,1/1/10 00:00,20.79882,55.46208
Catalina 018,57184,Valid,L6,1018,Found,1/1/10 00:00,-25.23333,-69.71667
Dhofar 1701,56326,Valid,H5,984,Found,1/1/10 00:00,18.52065,54.47985
Ramlat as Sahmah 395,55491,Valid,L6,982.5,Found,1/1/10 00:00,20.1469,55.70922
Hart,56555,Valid,CK3,966,Found,1/1/10 00:00,34.37718,-102.11672
Dhofar 1696,56321,Valid,H6,936,Found,1/1/10 00:00,19.14333,54.65583
Ramlat as Sahmah 338,55644,Valid,H3.6,934.7,Found,1/1/10 00:00,20.80265,55.46678
Jiddat al Harasis 629,52786,Valid,L4,888,Found,1/1/10 00:00,19.78991,55.96635
Jiddat al Harasis 650,55481,Valid,H5,868,Found,1/1/10 00:00,19.50543,56.54333
Sayh al Uhaymir 503,51865,Valid,CV3,815,Found,1/1/10 00:00,20.61667,57.03333
Sayh al Uhaymir 526,52785,Valid,LL6,806,Found,1/1/10 00:00,20.52596,56.79725
Jiddat al Harasis 639,52797,Valid,LL5,802,Found,1/1/10 00:00,19.75844,55.71485
Dhofar 1710,56334,Valid,H6,800,Found,1/1/10 00:00,18.61798,54.27775
Ramlat as Sahmah 389,55486,Valid,L4-6,785.1,Found,1/1/10 00:00,20.05125,55.63058
Dhofar 1694,56319,Valid,H6,740,Found,1/1/10 00:00,19.10978,54.81697
Los Vientos 007,57192,Valid,H5/6,701,Found,1/1/10 00:00,-24.68333,-69.76667
Grove Mountains 090004,57357,Valid,L6,698.93,Found,1/1/10 00:00,-72.77922,75.31547
Grzempach,11429,Valid,H5,690,Fell,1/1/10 00:00,52.86667,16.63333
San Juan 064,57202,Valid,L6,656,Found,1/1/10 00:00,-25.58333,-69.78333
Catalina 016,57182,Valid,H4,647,Found,1/1/10 00:00,-25.23333,-69.71667
Grove Mountains 090105,57362,Valid,L5,622.9,Found,1/1/10 00:00,-72.77781,75.31547
Ramlat as Sahmah 363,55453,Valid,H6,611.62,Found,1/1/10 00:00,20.50582,55.83183
Bou Kra 002,57216,Valid,L5,606,Found,1/1/10 00:00,26.74853,-12.70978
Dhofar 1706,56331,Valid,L6,589,Found,1/1/10 00:00,19.01508,54.57903
Ooldea 001,54925,Valid,L6,587.4,Found,1/1/10 00:00,-30.54603,131.9705
El Mí©dano 005,54453,Valid,L6,582,Found,1/1/10 00:00,-24.85,-70.53333
Catalina 011,57177,Valid,H~5,573,Found,1/1/10 00:00,-25.23333,-69.71667
Grove Mountains 090166,57367,Valid,L5,562,Found,1/1/10 00:00,-72.77772,75.31269
Dhofar 1714,56338,Valid,L6,562,Found,1/1/10 00:00,18.98073,54.6486
Aubrey Hills,56393,Valid,H6,560.8,Found,1/1/10 00:00,34.38063,-114.16705
Mundrabilla,16852,Valid,"Iron, IAB-ung",24000000,Found,1/1/11 00:00,-30.78333,127.55
Dhofar 1654,55572,Valid,L5,50000,Found,1/1/11 00:00,18.67877,54.2876
Los Vientos 004,54619,Valid,H5,29300,Found,1/1/11 00:00,-24.68333,-69.76667
Los Vientos 003,54618,Valid,H5,25450,Found,1/1/11 00:00,-24.68333,-69.76667
Cruz del Aire,5478,Valid,"Iron, ungrouped",23000,Found,1/1/11 00:00,26.5,-100
Demina,6649,Valid,L6,16400,Fell,1/1/11 00:00,51.46667,84.76667
Thika,54493,Valid,L6,14200,Fell,1/1/11 00:00,-1.00278,37.15028
Jiddat al Harasis 664,56219,Valid,H5,12175,Found,1/1/11 00:00,19.82562,55.684
Nakhla,16898,Valid,Martian (nakhlite),10000,Fell,1/1/11 00:00,31.31667,30.35
Cullison,5495,Valid,H4,10000,Found,1/1/11 00:00,37.61667,-98.91667
Timber Lake,57160,Valid,H3,8660,Found,1/1/11 00:00,45.425,-101.097
Paposo 004,57171,Valid,L3.1,8250,Found,1/1/11 00:00,-25,-70.46667
Northwest Africa 6963,54565,Valid,Martian (shergottite),8000,Found,1/1/11 00:00,28.002467,-11.131583
Dhofar 1733,57433,Valid,L3,7700,Found,1/1/11 00:00,19.15823,54.88668
Los Vientos 012,57197,Valid,H6,7090,Found,1/1/11 00:00,-24.68333,-69.76667
Los Vientos 023,57333,Valid,L6,7090,Found,1/1/11 00:00,-24.68333,-69.76667
Tissint,54823,Valid,Martian (shergottite),7000,Fell,1/1/11 00:00,29.48195,-7.61123
Los Vientos 010,57195,Valid,H5,6800,Found,1/1/11 00:00,-24.68333,-69.76667
El Mí©dano 178,57326,Valid,H~5,5758,Found,1/1/11 00:00,-24.85,-70.53333
Ksar Ghilane 007,54558,Valid,H6,5381,Found,1/1/11 00:00,32.75832,9.8593
Dhofar 1677,56183,Valid,H5,4388,Found,1/1/11 00:00,19.36518,54.51565
Vicenice,24170,Valid,"Iron, IID",4370,Found,1/1/11 00:00,49.21667,15.8
El Mí©dano 170,57318,Valid,L4,3893,Found,1/1/11 00:00,-24.85,-70.53333
Dhofar 1659,55577,Valid,L6,3695,Found,1/1/11 00:00,18.36002,54.40972
Dhofar 1665,56380,Valid,L3,3687,Found,1/1/11 00:00,19.17277,54.92233
Boumdeid (2011),57167,Valid,L6,3599,Fell,1/1/11 00:00,17.17493,-11.34133
Sayh al Uhaymir 543,55558,Valid,L5/6,3404,Found,1/1/11 00:00,20.51182,57.28693
Sayh al Uhaymir 541,55556,Valid,H6,3298,Found,1/1/11 00:00,20.76578,57.28332
Dhofar 1658,55576,Valid,LL6,3150,Found,1/1/11 00:00,18.35967,54.40705
Kermichel,12283,Valid,L6,3000,Found,1/1/11 00:00,47.65,-2.76667
Sayh al Uhaymir 542,55557,Valid,H6,2850,Found,1/1/11 00:00,20.51228,57.28327
Dhofar 1653,55571,Valid,H6,2724,Found,1/1/11 00:00,18.5979,54.45062
Jiddat al Harasis 665,56220,Valid,H5,2637,Found,1/1/11 00:00,19.77842,55.59662
Oberlin,17975,Valid,LL5,2500,Found,1/1/11 00:00,39.8,-100.51667
Paposo 002,54773,Valid,L/LL4,2407,Found,1/1/11 00:00,-25,-70.46667
Jiddat al Harasis 670,56225,Valid,H5,2399,Found,1/1/11 00:00,19.65,55.7194
Sayh al Uhaymir 547,56205,Valid,L5,2353,Found,1/1/11 00:00,20.09977,56.70507
Dhofar 1664,55582,Valid,H6,2266,Found,1/1/11 00:00,19.179,54.93267
Jiddat al Harasis 711,56263,Valid,H5,2222,Found,1/1/11 00:00,19.54542,55.43347
Dhofar 1731,56358,Valid,H5,2222,Found,1/1/11 00:00,18.57053,54.164
Jiddat al Harasis 659,56104,Valid,L3.6,2191.4,Found,1/1/11 00:00,19.95119,56.32686
Dhofar 1651,55569,Valid,L6,2170,Found,1/1/11 00:00,18.99227,54.47117
Sayh al Uhaymir 556,56352,Valid,H6,2075,Found,1/1/11 00:00,21.04035,57.04358
Los Vientos 013,57198,Valid,H6,2016,Found,1/1/11 00:00,-24.68333,-69.76667
Jiddat al Harasis 668,56223,Valid,H5,1979,Found,1/1/11 00:00,19.76167,55.59152
Jiddat al Harasis 698,56250,Valid,H4-5,1900,Found,1/1/11 00:00,19.12782,55.55643
El Mí©dano 171,57319,Valid,H~5,1821,Found,1/1/11 00:00,-24.85,-70.53333
Paposo 005,57200,Valid,H5,1802,Found,1/1/11 00:00,-25,-70.46667
Dhofar 1730,56357,Valid,H6,1763,Found,1/1/11 00:00,18.49222,54.1814
Tin as Sawwan,56556,Valid,L4-5,1684,Found,1/1/11 00:00,32.7605,9.1002
Paposo 010,57341,Valid,H~6,1569,Found,1/1/11 00:00,-25,-70.46667
Dhofar 1692,56198,Valid,L6,1568,Found,1/1/11 00:00,18.38863,54.5411
Dhofar 1666,56381,Valid,L4,1300,Found,1/1/11 00:00,19.18085,54.9247
Kumtag 003,56384,Valid,H5,1260,Found,1/1/11 00:00,41.5,93.55
El Mí©dano 086,56598,Valid,H4,1258,Found,1/1/11 00:00,-24.85,-70.53333
El Mí©dano 078,56378,Valid,L6,1228,Found,1/1/11 00:00,-24.85,-70.53333
Jiddat al Harasis 656,55564,Valid,L6,1225,Found,1/1/11 00:00,19.65282,55.74852
Dhofar 1655,55573,Valid,L6,1218,Found,1/1/11 00:00,18.39778,54.49128
Pingrup,55547,Valid,H5-melt breccia,1213,Found,1/1/11 00:00,-33.58316,118.65662
El Mí©dano 177,57325,Valid,H~5,1198,Found,1/1/11 00:00,-24.85,-70.53333
Dhofar 1728,56355,Valid,L6,1140,Found,1/1/11 00:00,18.9842,54.64507
El Mí©dano 172,57320,Valid,H~5,1097,Found,1/1/11 00:00,-24.85,-70.53333
SoÅ‰tmany,53829,Valid,L6,1066,Fell,1/1/11 00:00,54.00883,22.005
Dhofar 1726,56423,Valid,H3,1050,Found,1/1/11 00:00,19.1823,54.88755
Dhofar 1693,56199,Valid,L4,1049,Found,1/1/11 00:00,18.46253,54.65335
El Mí©dano 154,57187,Valid,L6,1047,Found,1/1/11 00:00,-24.85,-70.53333
Paposo 008,57339,Valid,H~5,1035,Found,1/1/11 00:00,-25,-70.46667
Sayh al Uhaymir 546,56095,Valid,H5,1031.7,Found,1/1/11 00:00,20.59947,57.14294
Jiddat al Harasis 666,56221,Valid,H4-6,1015,Found,1/1/11 00:00,19.77022,55.594
Rio Rancho,55670,Valid,L6,1001,Found,1/1/11 00:00,35.3,-106.63333
Spruce 001,56165,Valid,L5,983,Found,1/1/11 00:00,40.801,-114.701
Jiddat al Harasis 717,56353,Valid,L5/6,942,Found,1/1/11 00:00,19.80792,56.45603
Dhofar 1650,55568,Valid,H6,930,Found,1/1/11 00:00,19.05822,54.57192
Jiddat al Harasis 701,56253,Valid,H6,914.2,Found,1/1/11 00:00,19.18835,55.3866
Catalina 035,57328,Valid,H~5,904,Found,1/1/11 00:00,-25.23333,-69.71667
Dhofar 1657,55575,Valid,H6,883,Found,1/1/11 00:00,18.36015,54.39437
Northwest Africa 7662,56654,Valid,L5,882,Found,1/1/11 00:00,24.77583,-14.56283
Jiddat al Harasis 669,56224,Valid,L6,810.6,Found,1/1/11 00:00,19.71987,55.64522
Dhofar 1652,55570,Valid,L6,800,Found,1/1/11 00:00,18.72397,54.5406
O'Malley 019,54948,Valid,L6,786.3,Found,1/1/11 00:00,-30.98036,131.34456
Dhofar 1732,56359,Valid,L6,782,Found,1/1/11 00:00,19.11582,54.59603
Kilbourn,12308,Valid,H5,772,Fell,1/1/11 00:00,43.58333,-89.6
Dhofar 1685,56191,Valid,H5,769.3,Found,1/1/11 00:00,19.61977,54.14807
El Mí©dano 141,56706,Valid,L6,752,Found,1/1/11 00:00,-24.85,-70.53333
Jiddat al Harasis 657,55583,Valid,L5,720,Found,1/1/11 00:00,19.7803,56.5026
Dhofar 1690,56196,Valid,H5,700.5,Found,1/1/11 00:00,18.20358,54.29502
Sayh al Uhaymir 544,55559,Valid,H5,670,Found,1/1/11 00:00,20.38848,57.00298
El Mí©dano 132,56697,Valid,H4,670,Found,1/1/11 00:00,-24.85,-70.53333
Los Vientos 022,57332,Valid,L~6,663,Found,1/1/11 00:00,-24.68333,-69.76667
Jiddat al Harasis 690,56243,Valid,H6,632.1,Found,1/1/11 00:00,19.4305,55.44352
El Mí©dano 157,57190,Valid,H4,620,Found,1/1/11 00:00,-24.85,-70.53333
Dhofar 1670,56096,Valid,H4,590.1,Found,1/1/11 00:00,18.53958,54.57358
El Mí©dano 126,56691,Valid,H5,584,Found,1/1/11 00:00,-24.85,-70.53333
Jiddat al Harasis 693,56245,Valid,L6,566,Found,1/1/11 00:00,19.05173,55.56022
Los Vientos 014,57199,Valid,L6,565,Found,1/1/11 00:00,-24.68333,-69.76667
Holbrook,11894,Valid,L/LL6,220000,Fell,1/1/12 00:00,34.9,-110.18333
Colomera,5404,Valid,"Iron, IIE",134000,Found,1/1/12 00:00,37.43333,-3.65
Molong,16716,Valid,"Pallasite, PMG",104000,Found,1/1/12 00:00,-33.28333,148.88333
Gretna,11201,Valid,L5,82000,Found,1/1/12 00:00,39.93333,-99.21667
N'Kandhla,16983,Valid,"Iron, IID",17200,Fell,1/1/12 00:00,-28.56667,30.7
Floydada,10114,Valid,"Iron, IIIAB",12500,Found,1/1/12 00:00,33.98333,-101.28333
Los Vientos 028,57338,Valid,H~5,12110,Found,1/1/12 00:00,-24.68333,-69.76667
Bishop Canyon,5058,Valid,"Iron, IVA",8600,Found,1/1/12 00:00,38,-108.5
Binda,5049,Valid,Eucrite-cm,5400,Found,1/1/12 00:00,-34.31667,149.38333
Shupiyan,23583,Valid,H6,5000,Fell,1/1/12 00:00,33.71667,74.83333
Battle Mountain,56133,Valid,L6,2900,Fell,1/1/12 00:00,40.66813,-117.18913
Mandalay Spring,57454,Valid,L6,2854,Found,1/1/12 00:00,40.89201,-118.55319
Adelie Land,378,Valid,L5,1000,Found,1/1/12 00:00,-67.18333,142.38333
Sutter's Mill,55529,Valid,C,992.5,Fell,1/1/12 00:00,38.80389,-120.90806
Northwest Africa 7496,56314,Valid,Eucrite-pmict,788.4,Found,1/1/12 00:00,22.94781,-13.38527
Antelope,57455,Valid,H4,754,Found,1/1/12 00:00,40.90183,-118.54465
Mount Edith,16773,Valid,"Iron, IIIAB",326000,Found,1/1/13 00:00,-22.5,116.16667
Chinga,5353,Valid,"Iron, ungrouped",209400,Found,1/1/13 00:00,51.05833,94.4
Owens Valley,18061,Valid,"Iron, IIIAB",192800,Found,1/1/13 00:00,37.46667,-118
Chelyabinsk,57165,Valid,LL5,100000,Fell,1/1/13 00:00,54.81667,61.11667
Burkett,5170,Valid,"Iron, IAB-MG",8400,Found,1/1/13 00:00,32.03333,-99.25
Culbertson,5494,Valid,H4,5900,Found,1/1/13 00:00,40.23333,-100.83333
Sakauchi,23103,Valid,Iron,4180,Fell,1/1/13 00:00,35.66667,136.3
Cookeville,5431,Valid,"Iron, IAB-ung",2300,Found,1/1/13 00:00,36.16667,-85.51667
Varpaisjí_rvi,24153,Valid,L6,2000,Found,1/1/13 00:00,63.3,27.73333
Moore County,16736,Valid,Eucrite-cm,1880,Fell,1/1/13 00:00,35.41667,-79.38333
Morasko,16741,Valid,"Iron, IAB-MG",290000,Found,1/1/14 00:00,52.46667,16.9
Ysleta,30375,Valid,"Iron, ungrouped",140700,Found,1/1/14 00:00,31.65,-106.18333
Karee Kloof,12259,Valid,"Iron, IAB-sLL",92100,Found,1/1/14 00:00,-31.6,25.8
Willow Creek,24276,Valid,"Iron, IIIE",51000,Found,1/1/14 00:00,43.46667,-106.76667
Kuttippuram,12384,Valid,L6,45000,Fell,1/1/14 00:00,10.83333,76.03333
Carraweena,5281,Valid,L3.9,31600,Found,1/1/14 00:00,-29.23333,139.93333
Cratheí_s (1931),5466,Valid,"Iron, IVA",27500,Found,1/1/14 00:00,-5.25,-40.5
Artracoona,2341,Valid,L6,20810,Found,1/1/14 00:00,-29.06667,139.91667
Palinshih,18077,Valid,Iron,18000,Fell,1/1/14 00:00,43.48333,118.61667
Appley Bridge,2318,Valid,LL6,15000,Fell,1/1/14 00:00,53.58333,-2.71667
Saint-Sauveur,23101,Valid,EH5,14000,Fell,1/1/14 00:00,43.73333,1.38333
Kopjes Vlei,12345,Valid,"Iron, IIAB",13600,Found,1/1/14 00:00,-29.3,21.15
Ryechki,22791,Valid,L5,13000,Fell,1/1/14 00:00,51.13333,34.5
Lushton,14760,Valid,L6,6700,Found,1/1/14 00:00,40.74972,-97.74972
Yandama,30347,Valid,L6,5800,Found,1/1/14 00:00,-29.75,141.03333
Kisvarsíçny,12325,Valid,L6,1550,Fell,1/1/14 00:00,48.16667,22.30833
Nyiríçbrany,17970,Valid,LL5,1100,Fell,1/1/14 00:00,47.55,22.025
Gladstone (iron),10920,Valid,"Iron, IAB-MG",736600,Found,1/1/15 00:00,-23.9,151.3
Rosebud,22767,Valid,H5,54900,Found,1/1/15 00:00,30.81667,-97.05
Albin (pallasite),455,Valid,"Pallasite, PMG",37600,Found,1/1/15 00:00,41.5,-104.1
Meester-Cornelis,15470,Valid,H5,24750,Fell,1/1/15 00:00,-6.23333,106.88333
Waingaromia,24198,Valid,"Iron, IIIAB",9200,Found,1/1/15 00:00,-38.25,178.08333
Uvalde,24137,Valid,H5,8200,Found,1/1/15 00:00,29.2,-99.76667
South Byron,23676,Valid,"Iron, ungrouped",6000,Found,1/1/15 00:00,43.03333,-78.03333
Ilinskaya Stanitza,12023,Valid,"Iron, IIIAB",5621,Found,1/1/15 00:00,51.23333,57.38333
Naretha,16913,Valid,L4,5500,Found,1/1/15 00:00,-31,124.83333
Shiraiwa,23537,Valid,H4,950,Found,1/1/15 00:00,39.5,140.2
Visuni,24189,Valid,H6,594,Fell,1/1/15 00:00,25.45,70
Boguslavka,5098,Valid,"Iron, IIAB",256000,Fell,1/1/16 00:00,44.55,131.63333
Treysa,24050,Valid,"Iron, IIIAB-an",63000,Fell,1/1/16 00:00,50.91667,9.18333
Cachari,5189,Valid,Eucrite-mmict,23500,Found,1/1/16 00:00,-36.4,-59.5
Mount Magnet,16780,Valid,"Iron, IAB-sHH",16600,Found,1/1/16 00:00,-28.16667,118.5
Angelica,2300,Valid,"Iron, IIIAB",14800,Found,1/1/16 00:00,44.25,-88.25
Annaheim,2306,Valid,"Iron, IAB-sLL",13500,Found,1/1/16 00:00,52.33333,-104.86667
Lost Creek,14712,Valid,H3.8,4018,Found,1/1/16 00:00,39.12417,-98.16778
Calivo,5200,Valid,Stone-uncl,2400,Fell,1/1/16 00:00,11.75,122.33333
Petropavlovka,18802,Valid,H4,1773,Found,1/1/16 00:00,48.2,43.73333
Sultanpur,23741,Valid,L/LL6,1710.5,Fell,1/1/16 00:00,25.93333,84.28333
Sinai,23606,Valid,L6,1455,Fell,1/1/16 00:00,30.9,32.48333
Okechobee,18001,Valid,L4,1000,Found,1/1/16 00:00,26.68333,-80.8
Ekh Khera,7777,Valid,H6,840,Fell,1/1/16 00:00,28.26667,78.78333
Baxter,4977,Valid,L6,611,Fell,1/1/16 00:00,36.75,-93.5
Tomita,24023,Valid,L,600,Fell,1/1/16 00:00,34.5,133.75
Plainview (1917),18841,Valid,H5,700000,Found,1/1/17 00:00,34.11667,-101.78333
Pei Xian,18784,Valid,Iron,400000,Found,1/1/17 00:00,34.7,117
Youanmi,30373,Valid,"Iron, IIIAB",118400,Found,1/1/17 00:00,-29.5,118.75
Colby (Wisconsin),5395,Valid,L6,104000,Fell,1/1/17 00:00,44.9,-90.28333
Pierceville (iron),18819,Valid,"Iron, IIIAB",100000,Found,1/1/17 00:00,37.86667,-100.66667
Tulia (a),24066,Valid,H3-4,86000,Found,1/1/17 00:00,34.61667,-101.95
Nan Yang Pao,16903,Valid,L6,52900,Fell,1/1/17 00:00,35.66667,103.5
Waterville,24219,Valid,"Iron, IAB-ung",37125,Found,1/1/17 00:00,47.767778,-119.876389
Bluff (b),5088,Valid,L4,16000,Found,1/1/17 00:00,29.86306,-96.92667
Strathmore,23729,Valid,L6,13400,Fell,1/1/17 00:00,56.58333,-3.25
New Almelo,16951,Valid,L5,8000,Found,1/1/17 00:00,39.66667,-100
Tulia (b),24067,Valid,L6,4800,Found,1/1/17 00:00,34.53333,-101.7
Cranganore,5465,Valid,L6,1460,Fell,1/1/17 00:00,10.2,76.26667
Troup,24054,Valid,L6,1020,Fell,1/1/17 00:00,32.16667,-95.1
Independence,12028,Valid,L6,880,Fell,1/1/17 00:00,39.08333,-94.4
Saratov,23176,Valid,L4,200000,Fell,1/1/18 00:00,52.55,46.55
Kimble County,12311,Valid,H6,153800,Found,1/1/18 00:00,30.41667,-99.4
Glasatovo,10926,Valid,H4,152000,Fell,1/1/18 00:00,57.35,37.61667
Yenberrie,30361,Valid,"Iron, IAB-MG",132000,Found,1/1/18 00:00,-14.25,132.01667
Richardton,22599,Valid,H5,90000,Fell,1/1/18 00:00,46.88333,-102.31667
Barbacena,4940,Valid,"Iron, ungrouped",9026,Found,1/1/18 00:00,-21.21667,-43.93333
Wood's Mountain,24332,Valid,"Iron, IVA",3867,Found,1/1/18 00:00,35.68333,-82.18333
Ogallala,17992,Valid,"Iron, IAB-sLL",3300,Found,1/1/18 00:00,41.16667,-101.66667
Logan,14677,Valid,H5,1315,Found,1/1/18 00:00,36.58333,-100.2
Norfork,16994,Valid,"Iron, IIIAB",1050,Fell,1/1/18 00:00,36.21667,-92.26667
Taní©,23801,Valid,L5,905,Fell,1/1/18 00:00,35.43333,136.23333
Bur-Gheluai,5169,Valid,H5,120000,Fell,1/1/19 00:00,5,48
Signal Mountain,23592,Valid,"Iron, IVA",63500,Found,1/1/19 00:00,32.5,-115.5
Otchinjau,18041,Valid,"Iron, IVA",30000,Found,1/1/19 00:00,-16.5,14
Lake Brown,12437,Valid,L6,23400,Found,1/1/19 00:00,-31,118.5
Anthony,2310,Valid,H5,20000,Found,1/1/19 00:00,37.08333,-98.05
Cumberland Falls,5496,Valid,Aubrite,17000,Fell,1/1/19 00:00,36.83333,-84.35
Somervell County,23665,Valid,"Pallasite, PMG",11800,Found,1/1/19 00:00,32.18333,-97.8
Rembang,22585,Valid,"Iron, IVA",10000,Fell,1/1/19 00:00,-6.73333,111.36667
Raoyang,22394,Valid,L6,4910,Fell,1/1/19 00:00,38.2,115.7
Adhi Kot,379,Valid,EH4,4239,Fell,1/1/19 00:00,32.1,71.8
Zaffra,30383,Valid,"Iron, IAB-MG",3000,Found,1/1/19 00:00,35,-94.75
Hoba,11890,Valid,"Iron, IVB",60000000,Found,1/1/20 00:00,-19.58333,17.91667
